temperatura,humedad,viento_vel,precipitacion,intensidad_mean,intensidad_max,ocupacion_mean,carga_mean,vmed_mean,vmed_max,distancia_meteo_km,distancia_trafico_km,mes_sin,mes_cos,dia_anio_sin,dia_anio_cos,finde,no2_lag1,no2_lag7,no2_roll_mean_3,no2_roll_mean_7,viento_vel_missing,precipitacion_missing,estacion,tipo_elem_moda,estacion_anio,no2
15.222727272727273,75.18181818181819,11.022916666666667,0.0,,,,,,,0.0,0.075,-0.8660254037844386,0.5000000000000001,-0.9398560579418952,0.341570769167856,0,52.0,51.0,48.666666666666664,44.142857142857146,1,1,8,,otonio,46
7.9125,72.79166666666667,11.022916666666667,0.0,,,,,,,0.0,0.075,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,1,29.0,17.0,33.666666666666664,29.714285714285715,1,1,8,,invierno,20
20.595833333333335,51.625,11.022916666666667,0.0,552.40625,1062.0,4.854166666666667,28.260416666666668,0.0,0.0,0.0,0.075,-1.0,-1.8369701987210294e-16,-0.9988797155850336,-0.0473213883224323,0,61.0,23.0,38.666666666666664,33.57142857142857,1,1,8,URB,otonio,49
6.695833333333333,65.58333333333333,11.022916666666667,0.0,629.21875,1076.0,5.875,32.75,0.0,0.0,0.0,0.075,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536,0,52.0,44.0,43.666666666666664,42.42857142857143,1,1,8,URB,otonio,59
6.183333333333334,55.125,11.022916666666667,0.0,568.8105263157895,998.0,4.347368421052631,29.221052631578942,0.0,0.0,0.0,0.075,0.4999999999999999,0.8660254037844387,0.3536761221763716,0.9353679493131484,0,52.0,45.0,64.33333333333333,59.142857142857146,1,1,8,URB,invierno,41
11.645833333333332,58.416666666666664,11.022916666666667,0.0,364.8279569892473,652.0,2.3870967741935485,18.096774193548388,0.0,0.0,0.0,0.075,0.8660254037844387,-0.4999999999999998,0.9242907221930934,-0.3816892202666588,1,19.0,26.0,25.0,24.857142857142858,1,1,8,URB,primavera,21
11.00952380952381,92.66666666666669,11.022916666666667,0.0,627.7291666666666,1118.0,5.65625,32.65625,0.0,0.0,0.0,0.075,-2.4492935982947064e-16,1.0,-0.1712931441814778,0.9852201067560606,0,59.0,43.0,47.333333333333336,43.42857142857143,1,1,8,URB,invierno,36
13.2,17.833333333333332,11.022916666666667,0.0,439.25,813.0,3.625,22.30208333333333,0.0,0.0,0.0,0.075,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.0645084494493162,0,22.0,54.0,20.0,25.571428571428573,1,1,8,URB,primavera,30
17.058333333333334,64.54166666666667,11.022916666666667,0.0,607.2291666666666,1143.0,5.833333333333333,31.59375,0.0,0.0,0.0,0.075,0.4999999999999999,-0.8660254037844387,0.5160623910158528,-0.8565509959010036,0,34.0,21.0,26.666666666666668,24.857142857142858,1,1,8,URB,primavera,29
19.291666666666664,39.416666666666664,11.022916666666667,0.0,746.8020833333334,1538.0,6.677083333333333,28.90625,0.0,0.0,2.6,0.052,0.4999999999999999,-0.8660254037844387,0.5595892624101765,-0.8287700871745037,0,38.0,32.0,21.0,28.428571428571427,1,1,11,URB,primavera,21
21.354166666666664,53.375,11.022916666666667,0.0,355.7916666666667,1008.0,3.083333333333333,13.21875,0.0,0.0,2.6,0.052,-0.8660254037844386,0.5000000000000001,-0.9813064702716092,0.1924515819708299,1,65.0,40.0,58.0,59.42857142857143,1,1,11,URB,otonio,32
12.6625,79.875,11.022916666666667,0.0,696.8541666666666,1528.0,5.8125,26.80208333333333,0.0,0.0,2.6,0.052,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,0,43.0,45.0,30.666666666666668,29.714285714285715,1,1,11,URB,invierno,50
10.0,52.875,11.022916666666667,0.0,702.1979166666666,1406.0,5.78125,26.9375,0.0,0.0,2.6,0.052,0.8660254037844386,0.5000000000000001,0.7583058084785625,0.6518989958787126,0,39.0,63.0,41.333333333333336,48.142857142857146,1,1,11,URB,invierno,55
22.85,34.0,11.022916666666667,0.0,564.6145833333334,1274.0,5.0,21.5,0.0,0.0,2.6,0.052,-1.0,-1.8369701987210294e-16,-0.9368813462954316,-0.3496474552512282,0,28.0,33.0,19.333333333333332,34.42857142857143,1,1,11,URB,otonio,41
17.520833333333336,81.75,11.022916666666667,0.0,563.2395833333334,1329.0,4.6875,21.55208333333333,0.0,0.0,2.6,0.052,-1.0,-1.8369701987210294e-16,-0.97961369164549,-0.2008905551306352,0,37.0,44.0,40.666666666666664,36.57142857142857,1,1,11,URB,otonio,35
9.679166666666667,51.958333333333336,11.022916666666667,0.0,579.0833333333334,1213.0,4.84375,22.21875,0.0,0.0,2.6,0.052,1.0,6.123233995736766e-17,0.9275416835791966,0.373719714790469,0,23.0,46.0,27.666666666666668,34.285714285714285,1,1,11,URB,primavera,39
19.745833333333337,51.625,11.022916666666667,0.0,678.5,1401.0,5.604166666666667,25.84375,0.0,0.0,2.6,0.052,-1.0,-1.8369701987210294e-16,-0.999916658654738,-0.0129102960750088,0,39.0,20.0,50.333333333333336,36.285714285714285,1,1,11,URB,otonio,45
17.5,56.25,11.022916666666667,0.0,671.1458333333334,1393.0,6.625,26.03125,0.0,0.0,2.6,0.052,-0.8660254037844386,0.5000000000000001,-0.9398560579418952,0.341570769167856,0,40.0,59.0,51.333333333333336,51.57142857142857,1,1,11,URB,otonio,34
16.716666666666665,72.08333333333333,11.022916666666667,0.0,564.96875,1145.0,5.489583333333333,21.8125,0.0,0.0,2.6,0.052,-0.8660254037844386,0.5000000000000001,-0.9844738167520924,0.1755314904214277,0,38.0,82.0,32.0,45.857142857142854,1,1,11,URB,otonio,27
,41.458333333333336,11.022916666666667,0.0,249.2083333333333,516.0,0.5208333333333334,11.78125,0.0,0.0,0.0,0.08,-0.4999999999999998,-0.8660254037844388,-0.2135209154397959,-0.9769384927771816,1,35.0,22.0,49.666666666666664,34.285714285714285,1,1,16,URB,verano,10
,76.20833333333333,11.022916666666667,0.0,594.125,1313.0,3.4166666666666665,29.385416666666668,0.0,0.0,0.0,0.08,0.4999999999999999,0.8660254037844387,0.3697245428906731,0.9291414114031744,0,16.0,74.0,15.0,38.857142857142854,1,1,16,URB,invierno,24
,40.958333333333336,11.022916666666667,0.0,632.46875,1511.0,3.7083333333333335,31.229166666666668,0.0,0.0,0.0,0.08,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,0,61.0,43.0,45.666666666666664,43.285714285714285,1,1,16,URB,invierno,58
,33.208333333333336,11.022916666666667,0.0,305.0833333333333,646.0,1.09375,14.364583333333334,0.0,0.0,0.0,0.08,-0.8660254037844384,-0.5000000000000004,-0.7295575540864876,-0.6839194216246105,0,10.0,27.0,13.0,20.285714285714285,1,1,16,URB,verano,15
,84.34782608695652,11.022916666666667,0.0,582.6770833333334,1425.0,3.8020833333333335,28.479166666666668,0.0,0.0,0.0,0.08,-0.5000000000000004,0.8660254037844384,-0.594726686960764,0.8039279618328208,0,30.0,26.0,35.0,32.714285714285715,1,1,16,URB,otonio,37
5.625,51.5,11.022916666666667,0.0,581.59375,1296.0,3.583333333333333,28.36458333333333,0.0,0.0,0.0,0.08,1.0,6.123233995736766e-17,0.8758917051442429,0.4825077417612184,0,50.0,40.0,36.666666666666664,34.142857142857146,1,1,16,URB,primavera,45
30.26666666666667,32.208333333333336,11.022916666666667,0.0,348.6666666666667,673.0,1.5208333333333333,16.46875,0.0,0.0,0.0,0.08,-0.8660254037844384,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,0,31.0,29.0,21.0,17.428571428571427,1,1,16,URB,verano,31
13.829166666666666,52.041666666666664,11.022916666666667,0.0,558.0833333333334,1350.0,3.59375,27.385416666666668,0.0,0.0,0.0,0.08,-1.0,-1.8369701987210294e-16,-0.9886775902323404,-0.1500553983446526,0,14.0,21.0,24.666666666666668,21.857142857142858,1,1,16,URB,otonio,18
16.4,67.91666666666667,14.429166666666664,1.0833333333333337,155.29166666666666,396.0,2.5104166666666665,7.46875,0.0,0.0,4.24,0.213,-0.8660254037844386,0.5000000000000001,-0.9741004551724206,0.226115685508288,0,33.0,76.0,36.666666666666664,54.857142857142854,0,0,17,URB,otonio,34
9.104166666666668,75.75,11.7,0.0,128.04444444444445,246.0,25.933333333333337,29.07777777777778,0.0,0.0,4.24,0.213,0.4999999999999999,0.8660254037844387,0.288482432880609,0.9574851883550392,0,42.0,32.0,50.666666666666664,49.857142857142854,0,0,17,URB,invierno,30
6.5458333333333325,66.66666666666667,23.491666666666667,0.5,46.18478260869565,98.0,2.065217391304348,3.5760869565217392,0.0,0.0,4.24,0.213,1.0,6.123233995736766e-17,0.9997685019798908,0.0215160974362222,0,24.0,19.0,21.333333333333332,20.142857142857142,0,0,17,URB,primavera,9
9.066666666666666,39.208333333333336,12.908333333333337,0.0,,,,,,,4.24,0.213,1.0,6.123233995736766e-17,0.9813064702716092,0.1924515819708299,1,9.0,20.0,13.0,15.714285714285714,0,0,17,,primavera,22
14.725,47.25,10.920833333333333,0.0,,,,,,,4.24,0.213,0.8660254037844387,-0.4999999999999998,0.9536809966304456,-0.3008198076356673,0,17.0,26.0,17.666666666666668,24.142857142857142,0,0,17,,primavera,40
15.208333333333334,58.916666666666664,10.1125,0.0,,,,,,,4.24,0.213,0.8660254037844387,-0.4999999999999998,0.9483615800121716,-0.3171912885891061,0,40.0,47.0,24.666666666666668,26.142857142857142,0,0,17,,primavera,37
4.441666666666666,,11.022916666666667,0.0,105.89583333333331,215.0,3.552083333333333,10.1875,0.0,0.0,0.0,0.488,0.4999999999999999,0.8660254037844387,0.2219215130041655,0.9750645322571948,1,60.0,73.0,60.0,69.28571428571429,1,1,18,URB,invierno,61
11.908333333333331,,11.022916666666667,0.0,153.17708333333334,313.0,5.885416666666667,15.208333333333334,0.0,0.0,0.0,0.488,0.8660254037844387,-0.4999999999999998,0.9859481499638304,-0.1670516255021192,0,18.0,22.0,18.0,17.857142857142858,1,1,18,URB,primavera,33
11.316666666666666,,11.022916666666667,0.0,82.66666666666667,221.0,2.34375,7.635416666666667,0.0,0.0,0.0,0.488,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,0,20.0,33.0,26.666666666666668,30.857142857142858,1,1,18,URB,primavera,17
12.533333333333331,,11.022916666666667,0.0,146.69473684210527,312.0,6.136842105263158,14.91578947368421,0.0,0.0,0.0,0.488,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536,0,25.0,63.0,17.666666666666668,37.0,1,1,18,URB,otonio,29
7.225,,11.022916666666667,0.0,109.09375,246.0,3.583333333333333,10.34375,0.0,0.0,0.0,0.488,0.4999999999999999,0.8660254037844387,0.3212696616923644,0.9469877530760752,1,44.0,65.0,49.0,60.142857142857146,1,1,18,URB,invierno,19
10.708333333333332,,11.022916666666667,0.0,145.875,307.0,5.791666666666667,14.583333333333334,0.0,0.0,0.0,0.488,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,0,35.0,51.0,42.0,45.142857142857146,1,1,18,URB,invierno,35
10.9,,11.022916666666667,0.0,41.07368421052632,116.0,1.326315789473684,4.0,0.0,0.0,0.0,0.488,1.0,6.123233995736766e-17,0.989932495087353,0.141540295217043,0,9.0,15.0,11.333333333333334,17.0,1,1,18,URB,primavera,18
31.93809523809524,,11.022916666666667,0.0,130.63541666666666,279.0,5.229166666666667,13.166666666666666,0.0,0.0,0.0,0.488,-0.4999999999999998,-0.8660254037844388,-0.4405187843504952,-0.8977433935342336,0,24.0,32.0,21.666666666666668,24.0,1,1,18,URB,verano,36
12.63913043478261,,11.022916666666667,0.0,,,,,,,0.0,0.488,1.0,6.123233995736766e-17,0.8996308696522433,0.436651231956064,1,37.0,43.0,43.333333333333336,37.42857142857143,1,1,18,,primavera,24
24.3625,,11.022916666666667,0.0,,,,,,,0.0,0.488,1.2246467991473532e-16,-1.0,0.3294084822245304,-0.9441875088341992,1,19.0,13.0,23.333333333333332,21.571428571428573,1,1,18,,verano,9
26.945833333333333,,11.022916666666667,0.0,,,,,,,0.0,0.488,-0.4999999999999998,-0.8660254037844388,-0.0430222330045303,-0.99907411510223,1,11.0,24.0,19.666666666666668,17.428571428571427,1,1,18,,verano,8
26.8,,11.022916666666667,0.0,,,,,,,0.0,0.488,-0.4999999999999998,-0.8660254037844388,-0.0602132773657927,-0.9981855344718586,0,8.0,8.0,16.0,15.142857142857142,1,1,18,,verano,13
28.90416666666667,,11.022916666666667,0.0,,,,,,,0.0,0.488,-0.8660254037844384,-0.5000000000000004,-0.7295575540864876,-0.6839194216246105,0,25.0,28.0,20.666666666666668,20.285714285714285,1,1,18,,verano,17
2.0125,69.91666666666667,7.341666666666667,0.0,102.8125,564.0,1.1868131868131868,0.0,41.72916666666666,79.0,0.0,1.182,0.4999999999999999,0.8660254037844387,0.2051044998686192,0.9787400799669153,1,49.0,57.0,43.333333333333336,51.0,0,0,24,M30,invierno,44
27.929166666666667,31.5,30.0,0.0,70.0,396.0,0.6666666666666666,0.0,23.229166666666668,98.0,0.0,1.182,-0.4999999999999998,-0.8660254037844388,-0.0430222330045303,-0.99907411510223,0,12.0,13.0,15.0,16.0,0,0,24,M30,verano,10
29.7,30.791666666666668,18.975,0.0,129.375,408.0,1.3870967741935485,0.0,48.69791666666666,75.0,0.0,1.182,-0.4999999999999998,-0.8660254037844388,-0.2967128192734901,-0.9549667548552552,0,16.0,40.0,14.0,17.428571428571427,0,0,24,M30,verano,12
10.704166666666667,80.625,44.59166666666667,0.0,112.25,456.0,1.184782608695652,0.0,45.54166666666666,83.0,0.0,1.182,-2.4492935982947064e-16,1.0,-0.154308820664281,0.9880226656636976,1,1.0,18.0,10.333333333333334,19.142857142857142,0,0,24,M30,invierno,1
13.845833333333337,77.45833333333333,19.454166666666666,0.2083333333333333,33.25,144.0,1.186046511627907,0.0,27.0625,85.0,0.0,1.182,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,0,8.0,7.0,9.0,7.428571428571429,0,0,24,M30,primavera,7
30.02916666666667,30.375,12.3,0.0,,,,,,,0.0,1.182,-0.8660254037844384,-0.5000000000000004,-0.6152845999633277,-0.7883050558305253,1,13.0,10.0,17.0,11.571428571428571,0,0,24,,verano,14
8.620833333333334,43.958333333333336,22.0375,0.0,104.29166666666669,780.0,1.181818181818182,0.0,40.82291666666666,109.0,0.0,1.182,1.0,6.123233995736766e-17,0.970063921851507,0.2428497220959356,0,7.0,15.0,10.333333333333334,11.285714285714286,0,0,24,M30,primavera,8
24.2375,43.166666666666664,18.058333333333337,0.0,170.0,240.0,1.4166666666666667,0.0,45.333333333333336,64.0,0.0,1.182,-0.8660254037844384,-0.5000000000000004,-0.8359254794186365,-0.5488429582847199,1,10.0,12.0,10.0,11.142857142857142,0,0,24,M30,verano,8
15.266666666666666,80.20833333333333,11.2125,0.0125,100.625,312.0,0.9052631578947368,0.0,45.239583333333336,99.0,0.0,1.182,0.4999999999999999,-0.8660254037844387,0.5307300481619334,-0.8475409228928311,0,18.0,9.0,11.666666666666666,11.857142857142858,0,0,24,C30,primavera,16
25.62916666666667,33.458333333333336,15.216666666666663,0.0,94.875,456.0,1.043010752688172,0.0,41.4375,75.0,0.0,1.182,-0.4999999999999998,-0.8660254037844388,-0.4711595076738639,-0.8820480249558535,1,10.0,11.0,11.0,9.857142857142858,0,0,24,C30,verano,7
20.1,39.041666666666664,16.541666666666664,0.0,560.1041666666666,1321.0,7.916666666666667,22.135416666666668,0.0,0.0,2.78,0.168,1.2246467991473532e-16,-1.0,0.3131070409358269,-0.9497178427914316,0,34.0,24.0,24.333333333333332,22.0,0,0,27,URB,verano,28
15.225,70.45833333333333,21.3,1.0833333333333337,548.53125,1393.0,7.510416666666667,21.46875,0.0,0.0,2.78,0.168,-0.8660254037844386,0.5000000000000001,-0.9741004551724206,0.226115685508288,0,38.0,74.0,43.0,53.714285714285715,0,0,27,URB,otonio,30
13.5375,67.25,26.929166666666667,0.0,514.4479166666666,1215.0,5.458333333333333,19.791666666666668,0.0,0.0,2.78,0.168,1.0,6.123233995736766e-17,0.8919813464595485,0.4520722039323043,0,23.0,21.0,14.333333333333334,26.142857142857142,0,0,27,URB,primavera,18
20.6125,51.125,8.8375,0.0,,,,,,,2.78,0.168,0.4999999999999999,-0.8660254037844387,0.5737722679043246,-0.8190148866680801,0,19.0,30.0,18.0,18.857142857142858,0,0,27,,primavera,23
26.43333333333333,27.208333333333332,9.170833333333333,0.0,,,,,,,2.78,0.168,-0.8660254037844384,-0.5000000000000004,-0.7638886127905429,-0.64534811322955,1,23.0,40.0,23.666666666666668,26.571428571428573,0,0,27,,verano,36
27.52916666666667,36.666666666666664,11.958333333333332,0.0,461.8541666666667,1110.0,2.552083333333333,16.979166666666668,0.0,0.0,2.78,0.168,-0.4999999999999998,-0.8660254037844388,-0.4405187843504952,-0.8977433935342336,0,14.0,31.0,21.666666666666668,26.428571428571427,0,0,27,URB,verano,25
7.1,94.75,5.3125,0.2541666666666666,,,,,,,2.78,0.168,-2.4492935982947064e-16,1.0,-0.3697245428906732,0.9291414114031744,0,31.0,48.0,39.0,41.142857142857146,0,0,27,,invierno,48
19.25217391304348,64.0,11.022916666666667,0.6304347826086956,,,,,,,2.78,0.168,1.2246467991473532e-16,-1.0,0.3131070409358269,-0.9497178427914316,0,25.0,29.0,20.333333333333332,22.142857142857142,1,0,27,,verano,25
25.308333333333337,50.166666666666664,11.022916666666667,0.0,,,,,,,2.78,0.168,-0.4999999999999998,-0.8660254037844388,-0.0258184402271323,-0.9996666485105112,0,14.0,33.0,14.666666666666666,25.285714285714285,1,0,27,,verano,29
12.2,84.5,11.022916666666667,0.0,72.86458333333333,148.0,5.0625,21.86458333333333,0.0,0.0,0.0,0.03,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,1,26.0,38.0,24.666666666666668,29.0,1,1,35,URB,invierno,19
8.358333333333333,81.75,11.022916666666667,0.0,,,,,,,0.0,0.03,-2.4492935982947064e-16,1.0,-0.2386727660059499,0.9711000518829505,0,26.0,26.0,35.666666666666664,26.285714285714285,1,1,35,,invierno,53
7.4625,61.458333333333336,11.022916666666667,0.0,68.4375,155.0,4.71875,11.53125,0.0,0.0,0.0,0.03,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,0,33.0,66.0,38.0,56.142857142857146,1,1,35,URB,invierno,41
17.383333333333333,28.791666666666668,11.022916666666667,0.0,57.208333333333336,104.0,3.8645833333333335,9.635416666666666,0.0,0.0,0.0,0.03,0.4999999999999999,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,1,31.0,28.0,26.666666666666668,24.0,1,1,35,URB,primavera,31
21.458333333333336,51.333333333333336,11.022916666666667,0.0,31.621052631578948,61.0,2.3684210526315788,5.547368421052632,0.0,0.0,0.0,0.03,-1.0,-1.8369701987210294e-16,-0.9536809966304456,-0.300819807635668,0,32.0,33.0,23.0,26.142857142857142,1,1,35,URB,otonio,25
9.258333333333333,40.583333333333336,11.022916666666667,0.0,,,,,,,0.0,0.03,1.0,6.123233995736766e-17,0.9813064702716092,0.1924515819708299,0,23.0,51.0,19.0,36.57142857142857,1,1,36,,primavera,48
14.029166666666663,33.5,11.022916666666667,0.0,,,,,,,0.0,0.03,0.8660254037844387,-0.4999999999999998,0.97961369164549,-0.200890555130635,1,40.0,19.0,31.333333333333332,27.0,1,1,36,,primavera,43
24.916666666666664,47.666666666666664,11.022916666666667,0.0,,,,,,,0.0,0.03,-0.8660254037844384,-0.5000000000000004,-0.8452490573530634,-0.5343725582809785,0,50.0,30.0,33.0,32.42857142857143,1,1,36,,verano,56
10.030434782608696,68.6086956521739,11.022916666666667,0.0,,,,,,,0.0,0.03,-0.5000000000000004,0.8660254037844384,-0.8013610881746769,0.5981809144059159,0,31.0,36.0,24.333333333333332,22.0,1,1,36,,otonio,26
18.7375,42.833333333333336,11.022916666666667,0.0,,,,,,,0.0,0.03,0.4999999999999999,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,0,14.0,11.0,11.333333333333334,10.285714285714286,1,1,36,,primavera,12
16.454166666666666,56.875,11.022916666666667,0.0,,,,,,,0.0,0.03,1.2246467991473532e-16,-1.0,0.2967128192734907,-0.9549667548552552,1,12.0,10.0,15.0,11.857142857142858,1,1,36,,verano,11
28.40833333333333,35.666666666666664,11.022916666666667,0.0,,,,,,,0.0,0.03,-0.8660254037844384,-0.5000000000000004,-0.5307300481619331,-0.8475409228928312,1,31.0,26.0,30.666666666666668,30.0,1,1,36,,verano,14
22.808333333333337,42.416666666666664,11.022916666666667,0.0,,,,,,,0.0,0.03,-1.0,-1.8369701987210294e-16,-0.9427611433904206,-0.333468778918187,0,46.0,37.0,25.333333333333332,30.0,1,1,36,,otonio,28
11.9875,82.25,11.022916666666667,0.0,,,,,,,0.0,0.03,-0.5000000000000004,0.8660254037844384,-0.780295851070776,0.6254105729852457,1,21.0,48.0,27.333333333333332,32.714285714285715,1,1,36,,otonio,36
26.8125,42.541666666666664,11.022916666666667,0.0,,,,,,,0.0,0.03,-0.8660254037844384,-0.5000000000000004,-0.7526668275320083,-0.6584015846980489,0,23.0,36.0,18.333333333333332,23.428571428571427,1,1,36,,verano,21
21.7625,62.458333333333336,11.022916666666667,0.0,,,,,,,0.0,0.03,-1.0,-1.8369701987210294e-16,-0.888057322629493,-0.4597327394521046,0,27.0,32.0,25.666666666666668,24.142857142857142,1,1,36,,otonio,37
18.375,58.166666666666664,11.022916666666667,0.0,,,,,,,0.0,0.03,-1.0,-1.8369701987210294e-16,-0.999916658654738,-0.0129102960750088,0,37.0,17.0,47.0,34.142857142857146,1,1,36,,otonio,39
10.133333333333333,52.125,11.022916666666667,0.0,,,,,,,0.0,0.03,0.8660254037844387,-0.4999999999999998,0.9427611433904208,-0.3334687789181868,0,10.0,10.0,17.666666666666668,17.0,1,1,36,,primavera,28
16.025,44.25,11.022916666666667,0.0,,,,,,,0.0,0.03,0.4999999999999999,-0.8660254037844387,0.8263541987239096,-0.5631507242749186,0,24.0,20.0,17.333333333333332,20.714285714285715,1,1,36,,primavera,15
28.67083333333333,34.083333333333336,11.022916666666667,0.0,102.3125,223.0,1.2916666666666667,5.166666666666667,0.0,0.0,0.0,0.03,-0.8660254037844384,-0.5000000000000004,-0.5452404385406507,-0.8382797052177745,0,24.0,22.0,22.333333333333332,20.142857142857142,1,1,36,URB,verano,26
25.67083333333333,38.833333333333336,11.022916666666667,0.0,90.60416666666669,215.0,1.1145833333333333,4.65625,0.0,0.0,0.0,0.03,-0.8660254037844384,-0.5000000000000004,-0.7856498550787144,-0.6186714032625032,0,13.0,15.0,19.0,16.0,1,1,36,URB,verano,18
18.583333333333336,75.41666666666667,11.022916666666667,0.0,,,,,,,0.0,0.03,-1.0,-1.8369701987210294e-16,-0.9368813462954316,-0.3496474552512282,1,19.0,17.0,29.333333333333332,29.0,1,1,36,,otonio,19
20.375,41.416666666666664,11.022916666666667,0.0,791.9583333333334,1356.0,3.8645833333333335,34.760416666666664,0.0,0.0,0.0,0.068,0.4999999999999999,-0.8660254037844387,0.6152845999633276,-0.7883050558305255,0,47.0,19.0,40.333333333333336,28.857142857142858,1,1,38,URB,primavera,26
28.52916666666667,40.166666666666664,11.022916666666667,0.0,785.7291666666666,2396.0,4.364583333333333,34.479166666666664,0.0,0.0,0.0,0.068,1.2246467991473532e-16,-1.0,0.0945367498171991,-0.9955213724144752,0,32.0,17.0,31.666666666666668,26.142857142857142,1,1,38,URB,verano,27
13.9,75.125,11.022916666666667,0.0,610.6875,1278.0,2.489583333333333,26.447916666666668,0.0,0.0,0.0,0.068,0.8660254037844387,-0.4999999999999998,0.895839290734909,-0.4443781781046132,0,35.0,27.0,30.0,27.142857142857142,1,1,38,URB,primavera,24
29.083333333333332,33.75,11.022916666666667,0.0,390.0833333333333,727.0,1.1354166666666667,16.625,0.0,0.0,0.0,0.068,-0.4999999999999998,-0.8660254037844388,-0.1457991969198744,-0.9893142039703664,1,32.0,14.0,25.333333333333332,19.571428571428573,1,1,38,URB,verano,32
9.245833333333334,52.875,11.022916666666667,0.0,591.1666666666666,1129.0,2.0625,25.541666666666668,0.0,0.0,0.0,0.068,0.8660254037844386,0.5000000000000001,0.7583058084785625,0.6518989958787126,1,56.0,36.0,51.666666666666664,36.57142857142857,1,1,38,URB,invierno,21
20.245833333333337,42.625,11.022916666666667,0.0,656.65625,1236.0,2.9791666666666665,28.541666666666668,0.0,0.0,0.0,0.068,1.2246467991473532e-16,-1.0,0.1966728897935764,-0.980469160361632,0,7.0,31.0,18.333333333333332,28.142857142857142,1,1,38,URB,verano,15
19.508333333333333,34.75,11.022916666666667,0.0,676.0,1316.0,3.5416666666666665,29.5,0.0,0.0,0.0,0.068,1.2246467991473532e-16,-1.0,0.1797665857255624,-0.9837092937736096,0,15.0,43.0,14.666666666666666,25.857142857142858,1,1,38,URB,verano,16
